char	slot	match	score
龭	3	覇	0.9664
龮	6	霸	0.9502
龯	6	餅	0.9599
龲	8	灘	0.9617
龳	6	對	0.9363
龵	0	勇	0.9362
龶	0	主	0.9437
龷	3	宝	0.9562
龸	2	宀	0.9555
龹	1	券	0.9524
龺	2	吐	0.9480
龼	7	囗	0.9176
龽	8	囗	0.9176
龾	9	囗	0.9176
龿	10	囗	0.9176
鿀	11	囗	0.9176
鿁	12	囗	0.9176
鿂	13	囗	0.9176
鿄	14	囗	0.9176
鿅	15	囗	0.9176
鿆	16	囗	0.9176
鿇	17	囗	0.9176
鿈	18	囗	0.9176
鿉	19	囗	0.9176
鿊	20	囗	0.9176
鿋	21	囗	0.9176
鿌	22	囗	0.9176
鿍	23	囗	0.9176
鿎	0	口	0.9092
鿏	1	口	0.9092
鿐	2	口	0.9092
鿑	3	口	0.9092
鿒	4	口	0.9092
鿓	5	口	0.9092
鿔	6	口	0.9092
鿖	7	口	0.9092
鿗	8	口	0.9092
鿘	9	口	0.9092
鿙	10	口	0.9092
鿚	11	口	0.9092
鿛	12	口	0.9092
鿜	13	口	0.9092
鿝	14	口	0.9092
鿞	15	口	0.9092
鿟	16	口	0.9092
鿡	17	口	0.9092
鿢	18	口	0.9092
鿣	19	口	0.9092
鿤	20	口	0.9092
鿥	21	口	0.9092
鿦	22	口	0.9092
鿧	23	口	0.9092
鿨	2	固	0.9077
鿩	3	固	0.9077
鿪	4	固	0.9077
鿮	5	固	0.9077
鿯	6	固	0.9077
鿰	7	固	0.9077
鿱	8	固	0.9077
鿲	9	固	0.9077
鿳	10	固	0.9077
鿴	11	固	0.9077
鿵	12	固	0.9077
鿶	13	固	0.9077
鿷	14	固	0.9077
鿸	15	固	0.9077
鿹	16	固	0.9077
鿺	17	固	0.9077
鿻	18	固	0.9077
鿼	19	固	0.9077
鿽	20	固	0.9077
鿾	21	固	0.9077
鿿	22	固	0.9077
㐁	0	丙	0.9689
㐃	3	但	0.9219
㐄	0	牛	0.9632
㐆	0	月	0.9662
㐇	0	龙	0.9581
㐈	2	乞	0.9528
㐉	4	兵	0.9504
㐊	1	艺	0.9511
㐋	2	艺	0.9453
㐍	3	乞	0.9442
㐎	3	穷	0.9567
㐏	0	写	0.9499
㐐	7	座	0.9579
㐑	4	考	0.9552
㐒	1	昼	0.9507
㐓	1	冥	0.9488
㐔	5	兵	0.9505
㐕	3	民	0.9431
㐖	4	乱	0.9721
㐗	5	考	0.9547
㐘	2	买	0.9476
㐙	1	层	0.9485
㐚	4	是	0.9556
㐛	2	亿	0.9528
㐜	8	勅	0.9568
㐝	2	挖	0.9481
㐞	3	長	0.9635
㐟	5	是	0.9442
㐠	4	乳	0.9520
㐡	5	旭	0.9552
㐢	19	得	0.9553
㐣	5	厚	0.9557
㐤	19	慎	0.9541
㐥	10	應	0.9451
㐦	9	翼	0.9516
㐨	6	闭	0.9636
㐩	1	耕	0.9544
㐪	1	央	0.9591
㐫	1	図	0.9605
㐬	3	流	0.9623
㐭	3	回	0.9633
㐮	5	裏	0.9728
㐯	7	着	0.9632
㐰	4	但	0.9604
㐱	10	珍	0.9511
㐳	1	仍	0.9522
㐴	0	伪	0.9462
㐵	4	仔	0.9685
㐶	5	但	0.9578
㐷	6	但	0.9653
㐸	3	伏	0.9623
㐹	4	讯	0.9506
㐺	8	机	0.9512
㐻	3	纳	0.9639
㐼	7	併	0.9659
㐽	4	暦	0.9496
㐾	2	伊	0.9511
㐿	2	伟	0.9706
㑀	4	伏	0.9737
㑁	11	础	0.9567
㑂	12	桓	0.9619
㑃	6	动	0.9608
㑄	0	母	0.9634
㑅	1	作	0.9758
㑆	3	祝	0.9527
㑇	3	倡	0.9649
㑈	3	佑	0.9659
㑉	3	尿	0.9554
㑊	9	你	0.9620
㑋	2	伸	0.9570
㑌	7	但	0.9692
㑍	9	侠	0.9640
㑎	8	倍	0.9556
㑏	2	付	0.9619
㑐	3	付	0.9663
㑑	1	伯	0.9750
㑒	3	舍	0.9611
㑓	6	俊	0.9650
㑔	3	促	0.9699
㑕	1	徙	0.9462
㑖	11	神	0.9618
㑗	7	俱	0.9741
㑘	16	碱	0.9634
㑙	8	俱	0.9678
㑛	5	柏	0.9674
㑜	8	併	0.9642
㑝	6	傅	0.9564
㑞	8	座	0.9617
㑟	3	倶	0.9701
㑠	9	座	0.9602
㑡	2	却	0.9654
㑢	3	却	0.9704
㑣	11	椿	0.9663
㑤	8	但	0.9627
㑥	6	優	0.9591
㑦	9	併	0.9613
㑧	6	倭	0.9699
㑨	1	俣	0.9641
㑩	5	假	0.9539
㑪	0	済	0.9648
㑫	7	優	0.9569
㑬	3	姑	0.9665
㑭	9	但	0.9686
㑮	12	偶	0.9613
㑯	10	但	0.9802
㑰	18	像	0.9750
㑱	5	保	0.9659
㑲	1	南	0.9593
㑴	4	侵	0.9671
㑵	10	侠	0.9641
㑶	5	氣	0.9612
㑸	10	情	0.9663
㑺	3	焦	0.9531
㑻	8	儲	0.9598
㑼	6	峰	0.9595
㑽	6	僧	0.9672
㑾	11	鲁	0.9491
㑿	10	裔	0.9656
㒀	2	個	0.9639
㒁	3	個	0.9680
㒂	17	館	0.9657
㒃	9	俱	0.9503
㒄	10	納	0.9515
㒅	5	侵	0.9564
㒆	8	僑	0.9585
㒇	4	無	0.9649
㒈	12	确	0.9639
㒉	6	保	0.9629
㒊	11	綱	0.9543
㒋	7	傅	0.9663
㒌	8	優	0.9508
㒍	9	優	0.9590
㒎	4	堡	0.9597
㒏	13	壌	0.9600
㒐	6	简	0.9688
㒑	5	匯	0.9559
㒒	2	僕	0.9647
㒓	2	健	0.9749
㒔	13	偶	0.9684
㒕	4	擁	0.9549
㒖	8	傅	0.9750
㒗	9	僅	0.9653
㒘	5	堡	0.9600
㒙	1	倒	0.9614
㒚	10	優	0.9670
㒛	4	催	0.9583
㒜	9	傅	0.9667
㒝	10	傅	0.9630
㒞	5	催	0.9615
㒠	6	堡	0.9639
㒡	9	僑	0.9613
㒢	1	輸	0.9534
㒣	11	應	0.9549
㒤	6	攝	0.9589
㒥	14	禮	0.9560
㒦	7	體	0.9429
㒧	5	擁	0.9501
㒨	2	倒	0.9643
㒩	11	優	0.9524
㒪	3	愈	0.9564
㒫	6	晃	0.9590
㒬	10	起	0.9444
㒭	5	呪	0.9496
㒮	3	医	0.9526
㒯	19	難	0.9665
㒱	0	仑	0.9414
㒲	10	俱	0.9441
㒳	1	网	0.9713
㒴	3	盃	0.9533
㒵	0	宾	0.9639
㒶	2	昼	0.9480
㒸	2	豕	0.9500
㒹	3	臼	0.9660
㒺	3	団	0.9611
㒻	0	寬	0.9525
㒼	6	商	0.9507
㒽	0	匿	0.9497
㒾	3	糧	0.9560
㒿	6	匯	0.9553
㓀	3	忙	0.9572
㓁	0	卫	0.9192
㓂	5	寇	0.9608
㓃	0	訂	0.9587
㓄	5	选	0.9403
㓅	2	订	0.9719
㓆	5	论	0.9700
㓇	2	沃	0.9708
㓈	0	石	0.9601
㓉	1	活	0.9734
㓊	13	洞	0.9805
㓋	0	洪	0.9716
㓌	1	全	0.9620
㓍	0	充	0.9636
㓎	5	浸	0.9704
㓏	5	飼	0.9583
㓐	9	浩	0.9586
㓑	6	待	0.9658
㓒	7	鉴	0.9543
㓓	2	南	0.9608
㓔	15	谢	0.9776
㓕	2	滅	0.9749
㓖	0	卑	0.9590
㓗	13	繫	0.9658
㓘	2	凰	0.9586
㓙	4	纳	0.9543
㓚	3	叫	0.9596
㓜	4	初	0.9586
㓝	5	扣	0.9677
㓞	6	勘	0.9500
㓟	10	破	0.9584
㓠	5	貼	0.9550
㓡	4	制	0.9693
㓢	13	脑	0.9683
㓣	4	剣	0.9615
㓥	4	削	0.9618
㓦	1	則	0.9634
㓧	10	剖	0.9560
㓨	7	动	0.9636
㓩	2	剧	0.9619
㓪	9	惧	0.9620
㓫	7	剤	0.9629
㓬	1	判	0.9634
㓭	10	喝	0.9562
㓮	0	別	0.9597
㓯	6	闽	0.9631
㓰	6	副	0.9566
㓱	5	側	0.9541
㓲	3	剧	0.9632
㓳	11	起	0.9626
㓴	2	則	0.9674
㓵	10	到	0.9639
㓶	2	判	0.9585
㓷	13	桓	0.9687
㓸	6	閏	0.9584
㓹	8	尉	0.9416
㓺	3	劇	0.9702
㓻	7	副	0.9688
㓼	4	剩	0.9632
㓽	12	割	0.9658
㓾	4	剧	0.9665
㓿	5	剩	0.9748
㔀	13	割	0.9613
㔁	11	到	0.9589
㔂	9	翔	0.9567
㔃	7	慶	0.9513
㔄	5	剰	0.9773
㔅	14	割	0.9656
㔆	12	到	0.9546
㔇	11	剖	0.9467
㔈	15	割	0.9614
㔉	5	剧	0.9700
㔊	8	副	0.9515
㔋	7	岡	0.9619
㔌	6	剩	0.9633
㔍	20	慎	0.9647
㔎	4	逼	0.9532
㔏	13	到	0.9687
㔐	16	割	0.9616
㔑	20	蘋	0.9636
㔒	17	割	0.9665
㔓	6	功	0.9649
㔔	4	鬼	0.9079
㔕	21	勃	0.9562
㔖	0	匠	0.9482
㔗	7	勘	0.9659
㔘	8	勘	0.9526
㔙	8	动	0.9684
㔚	7	抗	0.9572
㔛	6	贵	0.9594
㔜	22	勃	0.9682
㔝	5	励	0.9480
㔞	1	肃	0.9510
㔠	23	勃	0.9519
㔡	9	尉	0.9539
㔢	8	慶	0.9521
㔣	17	聘	0.9574
㔤	9	勅	0.9613
㔥	10	尉	0.9481
㔦	9	动	0.9585
㔧	8	勵	0.9624
㔩	1	組	0.9548
㔪	3	筒	0.9458
㔫	2	丸	0.9603
㔬	0	旱	0.9632
㔭	19	堤	0.9729
㔮	17	壤	0.9674
㔯	4	臼	0.9483
㔰	4	团	0.9581
㔱	3	園	0.9615
㔲	1	图	0.9524
㔳	6	國	0.9512
㔴	7	匯	0.9595
㔵	8	匯	0.9561
㔶	9	匯	0.9561
㔷	7	國	0.9685
㔸	2	图	0.9306
㔹	7	功	0.9577
㔺	3	屯	0.9619
㔻	1	否	0.9561
㔼	0	隼	0.9617
㔽	1	向	0.9582
㔾	0	己	0.9504
㔿	1	耳	0.9505
㕀	0	巴	0.9389
㕁	4	却	0.9588
㕂	10	座	0.9565
㕃	3	屏	0.9700
㕄	3	広	0.9637
㕅	2	届	0.9644
㕆	3	届	0.9613
㕇	0	压	0.9559
㕈	2	胚	0.9656
㕉	5	暦	0.9667
㕊	4	届	0.9752
㕋	6	暦	0.9619
㕌	6	厚	0.9722
㕍	2	雇	0.9646
㕏	11	尉	0.9556
㕐	3	魔	0.9508
㕒	19	握	0.9657
㕔	12	廳	0.9731
㕕	0	玄	0.9735
㕖	1	条	0.9636
㕗	5	遵	0.9557
㕙	6	援	0.9547
㕚	0	叉	0.9696
㕛	0	受	0.9545
㕜	0	史	0.9541
㕝	2	莫	0.9577
㕞	7	暦	0.9600
㕟	11	賊	0.9501
㕠	4	隻	0.9614
㕡	2	叡	0.9751
㕢	3	諏	0.9607
㕣	3	合	0.9444
㕤	3	助	0.9577
㕥	2	认	0.9424
㕦	2	吴	0.9632
㕧	7	听	0.9583
㕨	5	肌	0.9609
㕩	6	扣	0.9680
㕪	8	抗	0.9597
㕫	6	坊	0.9634
㕬	9	吟	0.9495
㕭	5	咲	0.9590
㕮	9	胶	0.9561
㕯	3	南	0.9485
㕰	5	把	0.9479
㕱	11	坑	0.9614
㕲	5	味	0.9646
㕳	2	凶	0.9529
㕴	2	閃	0.9526
㕵	7	旺	0.9736
㕶	10	坦	0.9595
㕸	2	显	0.9474
㕹	6	跋	0.9566
㕺	3	号	0.9618
㕻	2	否	0.9687
㕼	10	喀	0.9616
㕽	0	拟	0.9667
㕾	0	过	0.9544
㕿	6	香	0.9800
㖀	0	軍	0.9547
㖁	7	宏	0.9582
㖂	11	坦	0.9639
㖃	10	惧	0.9546
㖄	3	咖	0.9658
㖅	14	桓	0.9618
㖆	11	哺	0.9717
㖈	4	暑	0.9634
㖉	7	哈	0.9582
㖊	11	惧	0.9621
㖋	3	企	0.9585
㖌	8	纯	0.9626
㖍	1	宾	0.9587
㖎	3	柴	0.9540
㖏	12	坦	0.9634
㖐	7	晃	0.9496
㖑	12	賊	0.9703
㖒	9	谓	0.9638
㖓	7	峰	0.9639
㖔	3	租	0.9643
㖕	12	祠	0.9576
㖖	2	善	0.9609
㖗	10	踏	0.9500
㖘	14	恨	0.9666
㖙	5	辟	0.9556
㖚	9	纯	0.9559
㖛	2	盐	0.9596
㖜	2	宾	0.9547
㖝	3	查	0.9571
㖞	5	招	0.9603
㖠	21	跨	0.9613
㖢	4	印	0.9664
㖣	10	暗	0.9714
㖤	4	函	0.9560
㖥	5	祖	0.9616
㖦	6	剰	0.9618
㖧	1	细	0.9644
㖨	15	桓	0.9660
㖩	4	諏	0.9665
㖪	15	域	0.9626
㖫	20	堤	0.9600
㖬	21	堤	0.9628
㖮	8	哈	0.9578
㖯	22	堤	0.9567
㖰	2	組	0.9533
㖱	11	裔	0.9592
㖲	4	細	0.9631
㖳	11	啓	0.9574
㖴	12	惧	0.9570
㖵	5	唄	0.9738
㖶	6	埋	0.9603
㖷	23	堤	0.9685
㖸	13	惧	0.9541
㖹	3	組	0.9481
㖺	20	植	0.9623
㖻	4	想	0.9661
㖽	6	唄	0.9746
㖾	5	逼	0.9536
㗀	0	幽	0.9394
㗃	11	暗	0.9627
㗄	12	眠	0.9552
㗅	3	胡	0.9639
㗆	7	埋	0.9606
㗇	6	暇	0.9736
㗈	5	厘	0.9604
㗉	14	惧	0.9587
㗋	11	喉	0.9669
㗌	14	到	0.9601
㗍	8	暦	0.9586
㗏	12	暗	0.9570
㗐	9	哈	0.9470
㗑	2	拜	0.9492
㗒	16	桓	0.9602
㗓	18	距	0.9514
㗔	15	惧	0.9625
㗕	12	哺	0.9632
㗖	8	蹈	0.9648
㗗	4	牌	0.9596
㗘	5	博	0.9639
㗙	19	曖	0.9601
㗛	6	喚	0.9678
㗜	4	組	0.9619
㗝	7	擾	0.9528
㗞	9	雅	0.9608
㗟	8	窪	0.9608
㗠	4	智	0.9700
㗡	13	藤	0.9559
㗢	4	動	0.9626
㗣	16	醒	0.9618
㗤	11	座	0.9630
㗥	16	惧	0.9621
㗦	10	卿	0.9581
㗧	5	臼	0.9548
㗨	4	窗	0.9626
㗩	13	暗	0.9737
㗪	10	聡	0.9505
㗫	3	图	0.9578
㗬	11	豪	0.9296
㗭	0	雨	0.9505
㗮	5	細	0.9585
㗯	21	慎	0.9606
㗱	10	雅	0.9602
㗲	18	割	0.9633
㗴	6	間	0.9670
㗵	8	厥	0.9577
㗶	15	撥	0.9579
㗷	7	嘆	0.9593
㗸	13	祠	0.9598
㗹	12	唯	0.9579
㗺	6	臼	0.9518
㗻	1	過	0.9500
㗼	13	撲	0.9563
㗽	10	醫	0.9630
㗿	7	間	0.9650
㘀	4	関	0.9608
㘁	17	醒	0.9594
㘂	5	組	0.9453
㘃	1	匿	0.9566
㘄	5	隈	0.9570
㘅	9	儲	0.9571
㘆	2	富	0.9511
㘇	12	喉	0.9647
㘈	15	爆	0.9613
㘉	11	飾	0.9656
㘊	13	霍	0.9617
㘋	4	腎	0.9650
㘌	4	劇	0.9569
㘍	13	賊	0.9638
㘎	7	闽	0.9579
㘏	3	温	0.9595
㘐	18	壤	0.9593
㘑	20	握	0.9657
㘒	14	霍	0.9607
㘓	22	闘	0.9663
㘔	1	賽	0.9643
㘕	23	瞳	0.9615
㘖	8	阔	0.9555
㘗	11	曜	0.9650
㘘	1	曾	0.9515
㘙	10	谓	0.9596
㘚	2	閥	0.9596
㘛	11	喻	0.9387
㘜	15	禮	0.9496
㘝	5	团	0.9655
㘞	6	团	0.9595
㘟	0	囲	0.9703
㘠	8	國	0.9566
㘡	5	围	0.9719
㘢	0	圈	0.9600
㘣	3	圓	0.9663
㘤	3	圏	0.9697
㘥	1	圈	0.9616
㘦	8	功	0.9734
㘨	7	扣	0.9646
㘩	3	批	0.9745
㘪	10	琪	0.9586
㘫	7	持	0.9633
㘬	7	均	0.9660
㘮	3	択	0.9694
㘯	6	劫	0.9685
㘰	10	坛	0.9671
㘱	7	坤	0.9677
㘲	8	既	0.9617
㘳	4	毕	0.9512
㘴	6	組	0.9524
㘶	4	雍	0.9531
㘷	6	块	0.9547
㘸	12	座	0.9523
㘹	2	些	0.9581
㘺	5	堆	0.9619
㘻	6	祖	0.9677
㘼	9	填	0.9627
㘽	16	裁	0.9569
㘾	8	扣	0.9606
㘿	13	坦	0.9685
㙀	1	压	0.9614
㙁	8	鲜	0.9581
㙂	12	坑	0.9597
㙃	11	琪	0.9694
㙄	12	琪	0.9655
㙅	8	堺	0.9685
㙆	11	坛	0.9624
㙇	8	塚	0.9629
㙈	5	墟	0.9634
㙉	0	典	0.9696
㙊	4	長	0.9699
㙋	13	琪	0.9838
㙌	2	肃	0.9672
㙍	10	栽	0.9628
㙏	22	裝	0.9623
㙐	9	瑞	0.9717
㙑	5	聖	0.9599
㙒	0	單	0.9533
㙓	3	幸	0.9625
㙕	11	谓	0.9763
㙖	7	挿	0.9740
㙗	9	跟	0.9681
㙘	1	卑	0.9572
㙙	13	座	0.9600
㙚	14	壌	0.9639
㙛	6	博	0.9693
㙜	3	富	0.9590
㙝	6	憤	0.9620
㙞	21	植	0.9654
㙠	3	堅	0.9610
㙡	14	蹤	0.9671
㙢	4	辞	0.9570
㙣	4	壊	0.9581
㙤	22	慎	0.9690
㙥	15	壌	0.9678
㙦	8	控	0.9505
㙧	7	理	0.9729
㙨	8	擾	0.9541
㙩	18	棋	0.9644
㙪	2	害	0.9563
㙫	16	壌	0.9697
㙬	6	楚	0.9581
㙭	14	賊	0.9565
㙮	21	玲	0.9615
㙯	5	藝	0.9629
㙰	4	蟹	0.9639
㙱	9	墨	0.9426
㙲	6	擁	0.9717
㙳	14	座	0.9528
㙴	16	擔	0.9653
㙵	7	臼	0.9596
㙶	4	富	0.9627
㙷	4	累	0.9589
㙸	17	壌	0.9708
㙹	8	嘆	0.9593
㙼	11	堀	0.9677
㙽	12	堀	0.9584
㙾	8	臼	0.9637
㙿	9	擾	0.9640
㚀	15	賊	0.9621
㚁	21	蘋	0.9503
㚂	19	壤	0.9645
㚃	4	南	0.9456
㚄	2	毒	0.9582
㚅	2	茎	0.9583
㚆	2	夏	0.9659
㚈	4	舛	0.9585
㚉	2	憂	0.9299
㚊	0	該	0.9555
㚋	16	調	0.9543
㚌	12	课	0.9638
㚍	6	遵	0.9596
㚎	3	农	0.9487
㚏	1	奔	0.9720
㚐	5	伏	0.9632
㚑	3	吴	0.9670
㚓	3	朱	0.9735
㚔	15	座	0.9540
㚕	11	庵	0.9636
㚗	0	査	0.9509
㚘	4	扶	0.9719
㚙	2	契	0.9569
㚚	5	翠	0.9617
㚛	3	昼	0.9608
㚜	4	裂	0.9493
㚝	3	滩	0.9559
㚞	2	森	0.9723
㚠	1	奎	0.9652
㚡	13	骑	0.9651
㚢	2	佐	0.9641
㚣	9	妾	0.9602
㚤	2	代	0.9692
㚥	6	奸	0.9834
㚦	4	如	0.9620
㚧	2	扩	0.9546
㚨	5	讯	0.9681
㚩	3	姐	0.9657
㚪	4	妇	0.9633
㚬	5	妇	0.9639
㚭	8	妨	0.9617
㚮	13	坑	0.9549
㚯	9	烟	0.9650
㚰	6	妇	0.9630
㚱	4	姐	0.9752
㚲	4	姑	0.9800
㚳	4	伽	0.9628
㚴	10	姉	0.9747
㚵	2	伐	0.9635
㚶	5	姐	0.9760
㚷	22	玲	0.9619
㚸	5	如	0.9666
㚹	11	柳	0.9700
㚺	14	婿	0.9675
㚼	6	姐	0.9754
㚽	10	妾	0.9625
㚾	4	祝	0.9608
㚿	8	她	0.9663
㛀	7	妇	0.9789
㛁	23	禄	0.9682
㛂	12	妮	0.9659
㛃	14	撃	0.9540
㛅	7	姐	0.9805
㛆	15	煤	0.9669
㛇	23	慎	0.9626
㛈	8	妇	0.9640
㛉	4	姻	0.9696
㛊	16	煤	0.9696
㛋	17	烯	0.9567
㛌	6	好	0.9640
㛍	11	俠	0.9662
㛎	9	妇	0.9661
㛏	7	聚	0.9653
㛑	1	娶	0.9625
㛒	7	組	0.9615
㛓	18	烯	0.9713
㛔	10	妇	0.9635
㛕	1	妃	0.9609
㛖	15	嫁	0.9619
㛗	4	挫	0.9716
㛘	6	诺	0.9675
㛙	7	奸	0.9673
㛚	13	姫	0.9710
㛛	6	如	0.9765
㛜	5	安	0.9557
㛝	8	姐	0.9773
㛞	3	辑	0.9610
㛟	16	娛	0.9645
㛠	14	祠	0.9643
㛡	6	烷	0.9625
㛢	8	矮	0.9625
㛣	4	温	0.9634
㛤	7	傾	0.9612
㛥	13	婚	0.9663
㛦	12	椿	0.9670
㛨	0	弟	0.9635
㛩	7	如	0.9673
㛪	12	庵	0.9606
㛫	9	揚	0.9656
㛬	18	壌	0.9666
㛭	14	姫	0.9692
㛮	12	啓	0.9617
㛯	5	勉	0.9593
㛰	14	婚	0.9706
㛱	10	姆	0.9628
㛲	9	姐	0.9729
㛳	6	要	0.9610
㛴	13	啓	0.9583
㛵	9	稱	0.9645
㛶	22	城	0.9569
㛷	9	逮	0.9568
㛸	8	娃	0.9620
㛺	11	妇	0.9693
㛻	19	壌	0.9639
㛼	3	矩	0.9644
㛽	8	楼	0.9673
㛾	17	碱	0.9664
㛿	3	滞	0.9648
㜀	10	畑	0.9716
㜁	4	查	0.9649
㜂	3	莲	0.9588
㜃	7	诸	0.9608
㜄	10	層	0.9624
㜆	6	翠	0.9591
㜇	12	棲	0.9584
㜈	11	拳	0.9565
㜉	21	漫	0.9607
㜊	6	硬	0.9679
㜋	3	溫	0.9592
㜌	0	段	0.9649
㜍	20	壌	0.9626
㜎	18	媛	0.9649
㜏	10	姐	0.9713
㜐	8	組	0.9585
㜒	17	嫡	0.9651
㜓	8	替	0.9653
㜔	5	遠	0.9578
㜕	11	姐	0.9601
㜖	12	媽	0.9636
㜗	11	隧	0.9526
㜘	7	憤	0.9679
㜙	13	媽	0.9659
㜚	17	桓	0.9702
㜛	4	樓	0.9603
㜜	16	嫩	0.9726
㜝	15	婚	0.9618
㜞	7	連	0.9590
㜟	20	嫌	0.9636
㜠	2	卑	0.9617
㜡	19	烯	0.9646
㜣	8	威	0.9572
㜤	14	媽	0.9686
㜥	4	组	0.9695
㜦	16	禮	0.9647
㜧	15	廠	0.9606
㜨	21	握	0.9721
㜩	7	喚	0.9588
㜫	15	婿	0.9638
㜬	23	擎	0.9628
㜭	18	嫡	0.9697
㜮	5	温	0.9652
㜯	9	組	0.9583
㜰	6	機	0.9610
㜱	8	憤	0.9695
㜳	21	壌	0.9584
㜴	16	禧	0.9665
㜵	6	侵	0.9601
㜶	22	漫	0.9562
㜷	17	惧	0.9374
㜸	4	莲	0.9599
㜹	15	媽	0.9642
㜻	6	灣	0.9526
㜼	17	禮	0.9603
㜽	1	箕	0.9573
㜾	8	价	0.9643
㜿	1	子	0.9648
㝀	1	母	0.9569
㝁	12	鲁	0.9606
㝂	1	断	0.9620
㝃	9	挽	0.9646
㝄	8	闽	0.9566
㝆	5	纬	0.9650
㝇	3	襄	0.9568
㝈	14	護	0.9492
㝊	1	文	0.9489
㝋	0	亡	0.9637
㝌	3	灾	0.9571
㝍	1	写	0.9589
㝐	8	宏	0.9661
㝑	2	旁	0.9677
㝒	0	吉	0.9600
㝓	2	容	0.9565
㝔	10	较	0.9510
㝕	5	変	0.9513
㝖	5	家	0.9448
㝗	5	良	0.9754
㝘	5	富	0.9611
㝙	6	裏	0.9634
㝚	3	退	0.9562
㝛	18	桓	0.9600
㝜	6	富	0.9716
㝝	3	霖	0.9594
㝞	4	宝	0.9493
㝟	2	寛	0.9613
㝠	3	宾	0.9755
㝣	3	契	0.9568
㝤	4	曹	0.9646
㝥	10	謀	0.9642
㝦	7	裏	0.9602
㝧	0	牽	0.9572
㝨	8	裏	0.9698
㝩	9	裏	0.9694
㝪	14	廉	0.9604
㝫	10	匯	0.9543
㝬	5	速	0.9606
㝭	22	握	0.9618
㝮	1	寂	0.9520
㝯	0	喬	0.9549
㝰	2	寡	0.9536
㝱	13	廳	0.9552
㝲	1	訂	0.9564
㝳	4	拉	0.9521
㝴	3	胚	0.9484
㝵	1	旱	0.9682
㝶	3	卑	0.9538
㝷	10	裏	0.9619
㝸	3	免	0.9585
㝹	9	宏	0.9576
㝺	4	載	0.9554
㝻	3	勤	0.9459
㝼	1	孔	0.9521
㝽	1	财	0.9466
㝾	7	劫	0.9495
㝿	8	劫	0.9591
㞀	9	劫	0.9497
㞁	6	抱	0.9534
㞂	16	座	0.9487
㞃	6	斜	0.9598
㞄	13	庵	0.9522
㞅	3	魅	0.9546
㞆	7	埼	0.9467
㞇	5	魂	0.9528
㞈	6	旭	0.9516
㞉	10	动	0.9478
㞊	7	就	0.9515
㞋	1	反	0.9581
㞌	2	层	0.9686
㞍	1	展	0.9631
㞏	3	层	0.9587
㞐	2	压	0.9551
㞑	12	起	0.9459
㞓	1	屠	0.9648
㞔	3	厦	0.9420
㞕	9	暦	0.9658
㞖	10	暦	0.9651
㞘	5	履	0.9592
㞙	6	履	0.9595
㞚	11	層	0.9666
㞛	12	層	0.9654
㞜	2	屠	0.9640
㞝	10	磨	0.9598
㞟	13	層	0.9574
㞠	3	屠	0.9659
㞡	3	屈	0.9544
㞣	0	述	0.9473
㞤	0	大	0.9526
㞥	0	尤	0.9388
㞦	1	卯	0.9616
㞨	5	却	0.9642
㞩	14	坑	0.9536
㞪	5	冨	0.9590
㞫	1	芝	0.9556
㞬	4	卑	0.9506
㞭	3	否	0.9555
㞮	10	宏	0.9557
㞯	0	星	0.9431
㞰	3	峠	0.9618
㞱	2	曰	0.9658
㞲	11	帕	0.9675
㞳	6	址	0.9605
㞴	6	却	0.9578
㞵	0	攴	0.9514
㞶	3	岐	0.9616
㞷	5	宝	0.9541
㞸	4	乐	0.9621
㞹	14	响	0.9647
㞺	1	定	0.9563
㞻	4	号	0.9616
㞼	7	堡	0.9534
㞽	12	帳	0.9625
㞾	4	即	0.9599
㞿	2	吏	0.9546
㟀	7	香	0.9588
㟁	7	却	0.9616
㟂	5	时	0.9543
㟃	3	间	0.9672
㟄	9	扣	0.9604
㟅	5	剂	0.9575
㟆	4	峠	0.9603
㟇	5	挫	0.9606
㟈	7	闭	0.9608
㟉	15	到	0.9548
㟊	15	祠	0.9580
㟋	5	悦	0.9641
㟌	23	城	0.9487
㟍	5	印	0.9649
㟎	13	喉	0.9552
㟏	3	岭	0.9542
㟐	16	到	0.9577
㟑	11	悼	0.9634
㟒	4	韋	0.9601
㟔	9	荃	0.9510
㟕	6	时	0.9661
㟗	1	幽	0.9558
㟘	20	调	0.9574
㟙	6	惜	0.9656
㟚	9	椅	0.9627
㟛	2	拍	0.9696
㟜	17	湿	0.9610
㟝	2	悟	0.9560
㟞	23	裝	0.9503
㟟	5	卑	0.9566
㟠	6	剛	0.9654
㟡	5	卷	0.9597
㟣	5	纳	0.9599
㟤	10	填	0.9625
㟥	3	显	0.9374
㟦	1	軍	0.9584
㟨	18	幅	0.9606
㟩	11	喀	0.9560
㟪	9	闽	0.9669
㟫	9	既	0.9592
㟬	9	嘆	0.9579
㟭	3	阳	0.9616
㟮	12	懷	0.9573
㟯	5	岩	0.9574
㟰	17	到	0.9609
㟱	19	割	0.9537
㟲	6	順	0.9608
㟳	19	桓	0.9567
㟴	7	晚	0.9598
㟵	0	當	0.9541
㟷	3	塔	0.9612
㟸	18	到	0.9587
㟹	6	酬	0.9461
㟺	4	妻	0.9590
㟻	7	博	0.9648
㟼	2	嵌	0.9604
㟽	9	副	0.9517
㟾	10	闽	0.9516
㟿	11	雅	0.9575
㠁	13	慘	0.9491
㠂	11	惯	0.9573
㠃	7	崎	0.9602
㠄	1	兽	0.9656
